"soloistinstrument","cleaname"
"Vocalist","Leonard Bernstein"
"French Horn","Leonard Bernstein"
"Violin","Leonard Bernstein"
"Flute","Leonard Bernstein"
"French Horn","Leonard Bernstein"
"Soprano","Leonard Bernstein"
"Percussion","Leonard Bernstein"
"Singer","Leonard Bernstein"
"Mezzo-Soprano","Leonard Bernstein"
"Chorus","Leonard Bernstein"
"Ensemble","Leonard Bernstein"
"Ensemble","Leonard Bernstein"
"Violin","Leonard Bernstein"
"Trumpet","Leonard Bernstein"
"Mezzo-Soprano","Leonard Bernstein"
"Ensemble","Leonard Bernstein"
"Soprano","Leonard Bernstein"
"Piano","Leonard Bernstein"
"Trombone","Leonard Bernstein"
"Clarinet","Leonard Bernstein"
"Band","Leonard Bernstein"
"Ensemble","Leonard Bernstein"
"Trumpet","Leonard Bernstein"
"Soprano","Leonard Bernstein"
"Ensemble","Leonard Bernstein"
"Brass Quintet","Leonard Bernstein"
"French Horn","Leonard Bernstein"
"Trombone","Leonard Bernstein"
"Piano","Leonard Bernstein"
"French Horn","Leonard Bernstein"
"Trumpet","Leonard Bernstein"
"Vocalist","Leonard Bernstein"
"Chorus","Leonard Bernstein"
"Trumpet","Leonard Bernstein"
"Contrabass","Leonard Bernstein"
"Ensemble","Leonard Bernstein"
"French Horn","Leonard Bernstein"
"Violin","Leonard Bernstein"
"Piano","Leonard Bernstein"
"Tenor","Leonard Bernstein"
"Mezzo-Soprano","Leonard Bernstein"
"Violin","Leonard Bernstein"
"French Horn","Leonard Bernstein"
"Violin","Leonard Bernstein"
"Soprano","Leonard Bernstein"
"Mezzo-Soprano","Leonard Bernstein"
"Narrator","Leonard Bernstein"
"Trumpet","Leonard Bernstein"
"Ensemble","Leonard Bernstein"
"Violin","Leonard Bernstein"
"Tenor","Leonard Bernstein"
"Cello","Leonard Bernstein"
"Ensemble","Leonard Bernstein"
"Tuba","Leonard Bernstein"
"Ensemble","Leonard Bernstein"
"Mezzo-Soprano","Leonard Bernstein"
"Baritone","Leonard Bernstein"
"Mezzo-Soprano","Leonard Bernstein"
"Baritone","Leonard Bernstein"
"Trombone","Leonard Bernstein"
"Alto","Leonard Bernstein"
"Trombone","Leonard Bernstein"
"Mezzo-Soprano","Leonard Bernstein"
"Vocalist","Leonard Bernstein"
"Soprano","Leonard Bernstein"
"Vocalist","Leonard Bernstein"
"Mezzo-Soprano","Leonard Bernstein"
"Bass-Baritone","Leonard Bernstein"
"Narrator","Leonard Bernstein"
"Guest Orchestra","Leonard Bernstein"
"French Horn","Leonard Bernstein"
"French Horn","Leonard Bernstein"
"Mezzo-Soprano","Leonard Bernstein"
"Trumpet","Leonard Bernstein"
"Trombone","Leonard Bernstein"
"Drum Set","Leonard Bernstein"
"Cello","Leonard Bernstein"
"Violin","Leonard Bernstein"
"Alto","Leonard Bernstein"
"Soprano","Leonard Bernstein"
"French Horn","Leonard Bernstein"
"Trombone","Leonard Bernstein"
"Chorus","Leonard Bernstein"
"Mezzo-Soprano","Leonard Bernstein"
"French Horn","Leonard Bernstein"
"Percussion","Leonard Bernstein"
"Violin","Leonard Bernstein"
"French Horn","Leonard Bernstein"
"Soprano","Leonard Bernstein"
"Ensemble","Leonard Bernstein"
"French Horn","Leonard Bernstein"
"Percussion","Leonard Bernstein"
"Soprano","Leonard Bernstein"
"Violin","Leonard Bernstein"
"Chorus","Leonard Bernstein"
"Trombone","Leonard Bernstein"
"Vocalist","Leonard Bernstein"
"Chorus","Leonard Bernstein"
"Vocalist","Leonard Bernstein"
"Piano","Leonard Bernstein"
"Piano","Leonard Bernstein"
"Soprano","Leonard Bernstein"
"Jazz Bass","Leonard Bernstein"
"Clarinet","Leonard Bernstein"
"Baritone","Leonard Bernstein"
"Baritone","Leonard Bernstein"
"Soprano","Leonard Bernstein"
"Trumpet","Leonard Bernstein"
"Piano","Leonard Bernstein"
"Piano","Leonard Bernstein"
"Trumpet","Leonard Bernstein"
"Tenor","Leonard Bernstein"
"Trombone","Leonard Bernstein"
"Singer","Leonard Bernstein"
"Soprano","Leonard Bernstein"
"Chorus","Leonard Bernstein"
"Trumpet","Leonard Bernstein"
"Soprano","Leonard Bernstein"
"Trumpet","Leonard Bernstein"
"Mezzo-Soprano","Leonard Bernstein"
"Tenor","Leonard Bernstein"
"Tuba","Leonard Bernstein"
"Violin","Leonard Bernstein"
"Chorus","Leonard Bernstein"
"Vocalist","Leonard Bernstein"
"Soprano","Leonard Bernstein"
"Soprano","Leonard Bernstein"
"Tenor","Leonard Bernstein"
"Soprano","Leonard Bernstein"
"Piano","Leonard Bernstein"
"Bass-Baritone","Leonard Bernstein"
"Mezzo-Soprano","Leonard Bernstein"
"Vocalist","Leonard Bernstein"
"Ensemble","Leonard Bernstein"
"Tuba","Leonard Bernstein"
"Chorus","Leonard Bernstein"
"Vocalist","Leonard Bernstein"
"Trumpet","Leonard Bernstein"
"Tuba","Leonard Bernstein"
"Soprano","Leonard Bernstein"
"Trombone","Leonard Bernstein"
"Ensemble","Leonard Bernstein"
"Soprano","Leonard Bernstein"
"Soprano","Leonard Bernstein"
"Trombone","Leonard Bernstein"
"French Horn","Leonard Bernstein"
"Baritone","Leonard Bernstein"
"Soprano","Leonard Bernstein"
"Violin","Leonard Bernstein"
"Ensemble","Leonard Bernstein"
"Mezzo-Soprano","Leonard Bernstein"
"Vocalist","Leonard Bernstein"
"Soprano","Leonard Bernstein"
"Violin","Leonard Bernstein"
"Ensemble","Leonard Bernstein"
"Violin","Leonard Bernstein"
"French Horn","Leonard Bernstein"
"Trumpet","Leonard Bernstein"
"Soprano","Leonard Bernstein"
"Vocalist","Leonard Bernstein"
"Chorus","Leonard Bernstein"
"Baritone","Leonard Bernstein"
"Cello","Franz Adolf Berwald"
"Violin","Franz Adolf Berwald"
"Viola","Franz Adolf Berwald"
"Contrabass","Franz Adolf Berwald"
"Clarinet","Franz Adolf Berwald"
"French Horn","Franz Adolf Berwald"
"Bassoon","Franz Adolf Berwald"
"Singer","Henry Betti"
"Baritone","Bettorini"
"Piano","Philip Bezanson"
"Dancer","Janos Bihari"
"Piano","Harrison Birtwistle"
"Trombone","Harrison Birtwistle"
"Oboe","Harrison Birtwistle"
"Violin","Harrison Birtwistle"
"Trumpet","Harrison Birtwistle"
"Vocalist","Harrison Birtwistle"
"Cello","Harrison Birtwistle"
"Clarinet","Harrison Birtwistle"
"Bassoon","Harrison Birtwistle"
"French Horn","Harrison Birtwistle"
"Contrabass","Harrison Birtwistle"
"Vocalist","Harrison Birtwistle"
"Piccolo","Harrison Birtwistle"
"Violin","Harrison Birtwistle"
"Percussion","Harrison Birtwistle"
"Vocalist","Harrison Birtwistle"
"Vocalist","Harrison Birtwistle"
"Vocalist","Harrison Birtwistle"
"Viola","Harrison Birtwistle"
"Soprano","Sir Henry Rowley Bishop"
"Soprano","Sir Henry Rowley Bishop"
"Soprano","Sir Henry Rowley Bishop"
"Soprano","Sir Henry Rowley Bishop"
"Flute","Sir Henry Rowley Bishop"
"Flute","Sir Henry Rowley Bishop"
"Soprano","Sir Henry Rowley Bishop"
"Piano","Sir Henry Rowley Bishop"
"Soprano","Sir Henry Rowley Bishop"
"Tenor","Cesare Andrea Bixio"
"Tenor","Georges Bizet"
"Tenor","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Chorus","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Soprano","Georges Bizet"
"Soprano","Georges Bizet"
"Guest Orchestra","Georges Bizet"
"Bass","Georges Bizet"
"Tenor","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Baritone","Georges Bizet"
"Soprano","Georges Bizet"
"Baritone","Georges Bizet"
"Soprano","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Baritone","Georges Bizet"
"Soprano","Georges Bizet"
"Vocalist","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Chorus","Georges Bizet"
"Dancer","Georges Bizet"
"Baritone","Georges Bizet"
"Baritone","Georges Bizet"
"Tenor","Georges Bizet"
"Chorus","Georges Bizet"
"Soprano","Georges Bizet"
"Tenor","Georges Bizet"
"Chorus","Georges Bizet"
"Soprano","Georges Bizet"
"Baritone","Georges Bizet"
"Contralto","Georges Bizet"
"Baritone","Georges Bizet"
"Baritone","Georges Bizet"
"Bass","Georges Bizet"
"Soprano","Georges Bizet"
"Tenor","Georges Bizet"
"Dancer","Georges Bizet"
"Soprano","Georges Bizet"
"Chorus","Georges Bizet"
"Chorus","Georges Bizet"
"Baritone","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Tenor","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Chorus","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Tenor","Georges Bizet"
"Tenor","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Tenor","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Tenor","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Dancer","Georges Bizet"
"Tenor","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Baritone","Georges Bizet"
"Soprano","Georges Bizet"
"Soprano","Georges Bizet"
"Soprano","Georges Bizet"
"Flute","Georges Bizet"
"Bass-Baritone","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Dancer","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Tenor","Georges Bizet"
"Soprano","Georges Bizet"
"Baritone","Georges Bizet"
"Tenor","Georges Bizet"
"Soprano","Georges Bizet"
"Soprano","Georges Bizet"
"Baritone","Georges Bizet"
"Chorus","Georges Bizet"
"Chorus","Georges Bizet"
"Vocalist","Georges Bizet"
"Dancer","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Dancer","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Tenor","Georges Bizet"
"Dancer","Georges Bizet"
"Soprano","Georges Bizet"
"Violin","Georges Bizet"
"Violin","Georges Bizet"
"Dancer","Georges Bizet"
"Tenor","Georges Bizet"
"Soprano","Georges Bizet"
"Soprano","Georges Bizet"
"Contralto","Georges Bizet"
"Baritone","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Dancer","Georges Bizet"
"Dancer","Georges Bizet"
"Dancer","Georges Bizet"
"Soprano","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Chorus","Georges Bizet"
"Tenor","Georges Bizet"
"Soprano","Georges Bizet"
"Soprano","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Soprano","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Trombone","Georges Bizet"
"Trumpet","Georges Bizet"
"Tenor","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Tenor","Georges Bizet"
"Soprano","Georges Bizet"
"Contralto","Georges Bizet"
"Dancer","Georges Bizet"
"Baritone","Georges Bizet"
"Tenor","Georges Bizet"
"Bass","Georges Bizet"
"Chorus","Georges Bizet"
"Soprano","Georges Bizet"
"Baritone","Georges Bizet"
"Dancer","Georges Bizet"
"Dancer","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Baritone","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Dancer","Georges Bizet"
"Singer","Georges Bizet"
"Dancer","Georges Bizet"
"Dancer","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Tenor","Georges Bizet"
"Vocalist","Georges Bizet"
"Tenor","Georges Bizet"
"Tuba","Georges Bizet"
"Soprano","Georges Bizet"
"Contrabass","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Soprano","Georges Bizet"
"Soprano","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Tenor","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Soprano","Georges Bizet"
"Soprano","Georges Bizet"
"Bassoon","Georges Bizet"
"Tenor","Georges Bizet"
"Trumpet","Georges Bizet"
"Violin","Georges Bizet"
"Violin","Georges Bizet"
"Vocalist","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Baritone","Georges Bizet"
"Chorus","Georges Bizet"
"Dancer","Georges Bizet"
"Guest Orchestra","Georges Bizet"
"Tenor","Georges Bizet"
"Tenor","Georges Bizet"
"Tenor","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Piano","Georges Bizet"
"Violin","Georges Bizet"
"French Horn","Georges Bizet"
"Chorus","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Soprano","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Tenor","Georges Bizet"
"Tenor","Georges Bizet"
"Soprano","Georges Bizet"
"Bass","Georges Bizet"
"Dancer","Georges Bizet"
"Tenor","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Vocalist","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Tenor","Georges Bizet"
"Tenor","Georges Bizet"
"French Horn","Georges Bizet"
"Tenor","Georges Bizet"
"Chorus","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Baritone","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Piano","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Violin","Georges Bizet"
"Soprano","Georges Bizet"
"Contrabass","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Tenor","Georges Bizet"
"Soprano","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Baritone","Georges Bizet"
"Trumpet","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Soprano","Georges Bizet"
"Contrabass","Georges Bizet"
"Baritone","Georges Bizet"
"Tenor","Georges Bizet"
"Violin","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Tenor","Georges Bizet"
"Bass","Georges Bizet"
"Contralto","Georges Bizet"
"Contralto","Georges Bizet"
"French Horn","Georges Bizet"
"Tuba","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"French Horn","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Bass Trombone","Georges Bizet"
"Vocalist","Georges Bizet"
"Soprano","Georges Bizet"
"Brass Quintet","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Trumpet","Georges Bizet"
"Baritone","Georges Bizet"
"Chorus","Georges Bizet"
"Tenor","Georges Bizet"
"Contrabass","Georges Bizet"
"Soprano","Georges Bizet"
"Contralto","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Contralto","Georges Bizet"
"Contralto","Georges Bizet"
"Trombone","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Contralto","Georges Bizet"
"French Horn","Georges Bizet"
"Soprano","Georges Bizet"
"Baritone","Georges Bizet"
"Tenor","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Soprano","Georges Bizet"
"Baritone","Georges Bizet"
"Soprano","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Baritone","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Baritone","Georges Bizet"
"Baritone","Georges Bizet"
"Soprano","Georges Bizet"
"Soprano","Georges Bizet"
"Trombone","Georges Bizet"
"Chorus","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"Trumpet","Georges Bizet"
"Trumpet","Georges Bizet"
"Soprano","Georges Bizet"
"Tenor","Georges Bizet"
"Bass","Georges Bizet"
"Dancer","Georges Bizet"
"Chorus","Georges Bizet"
"Tenor","Georges Bizet"
"Mezzo-Soprano","Georges Bizet"
"French Horn","Georges Bizet"
"Clarinet","Daniel  Bjarnason"
"Violin","Daniel  Bjarnason"
"French Horn","Daniel  Bjarnason"
"Violin","Daniel  Bjarnason"
"Cello","Daniel  Bjarnason"
"Piano","Daniel  Bjarnason"
"Cello","Daniel  Bjarnason"
"Viola","Daniel  Bjarnason"
"Cello","Daniel  Bjarnason"
"Piano","Daniel  Bjarnason"
"Contrabass","Daniel  Bjarnason"
"Piano","Daniel  Bjarnason"
"Clarinet","Daniel  Bjarnason"
"Piano","Easley Blackwood"
"Trumpet","Ralph Blaine"
"Boys Choir","Ralph Blaine"
"Percussion","Ralph Blaine"
"French Horn","Ralph Blaine"
"Tuba","Ralph Blaine"
"Trombone","Ralph Blaine"
"Soprano","Ralph Blaine"
"Vocalist","Ralph Blaine"
"Trumpet","Ralph Blaine"
"Brass Quintet","Ralph Blaine"
"Trumpet","Ralph Blaine"
"Brass Quintet","Ralph Blaine"
"None","Ralph Blaine"
"Brass Quintet","Ralph Blaine"
"Percussion","Ralph Blaine"
"Percussion","Ralph Blaine"
"French Horn","Ralph Blaine"
"Boys Choir","Ralph Blaine"
"Trumpet","Ralph Blaine"
"Brass Quintet","Ralph Blaine"
"Trombone","Ralph Blaine"
"Tuba","Ralph Blaine"
"Trumpet","Ralph Blaine"
"Trumpet","Ralph Blaine"
"Tuba","Ralph Blaine"
"Trombone","Ralph Blaine"
"Trumpet","Ralph Blaine"
"Percussion","Ralph Blaine"
"French Horn","Ralph Blaine"
"Soprano","Ralph Blaine"
"Tuba","Ralph Blaine"
"Trumpet","Ralph Blaine"
"Trumpet","Ralph Blaine"
"Band","Ralph Blaine"
"Trombone","Ralph Blaine"
"Tuba","Ralph Blaine"
"Percussion","Ralph Blaine"
"Brass Quintet","Ralph Blaine"
"Trombone","Ralph Blaine"
"Bass Trombone","Ralph Blaine"
"French Horn","Ralph Blaine"
"French Horn","Ralph Blaine"
"Trumpet","Ralph Blaine"
"Trombone","Ralph Blaine"
"Sing-Along","James Bland"
"Soprano","James Bland"
"Chorus","James Bland"
"Sing-Along","James Bland"
"Guitar","Ricardo Blasco"
"Piano","Arthur Bliss"
"Piano","Arthur Bliss"
"Piano","Arthur Bliss"
"Piano","Arthur Bliss"
"Piano","Arthur Bliss"
"Vocalist","Philip Bliss"
"Piano","Philip Bliss"
"Vocalist","Philip Bliss"
"Piano","Philip Bliss"
"Vocalist","Philip Bliss"
"Vocalist","Philip Bliss"
"Tenor","Marc Blitzstein"
"Narrator","Marc Blitzstein"
"Baritone","Marc Blitzstein"
"Chorus","Marc Blitzstein"
"Cello","Ernest Bloch"
"Cello","Ernest Bloch"
"Soprano","Ernest Bloch"
"Dancer","Ernest Bloch"
"Baritone","Ernest Bloch"
"Cello","Ernest Bloch"
"Cello","Ernest Bloch"
"Cello","Ernest Bloch"
"Soprano","Ernest Bloch"
"Violin","Ernest Bloch"
"Cello","Ernest Bloch"
"Viola","Ernest Bloch"
"Baritone","Ernest Bloch"
"Baritone","Ernest Bloch"
"Violin","Ernest Bloch"
"Cello","Ernest Bloch"
"Soprano","Ernest Bloch"
"Violin","Ernest Bloch"
"Soprano","Ernest Bloch"
"Baritone","Ernest Bloch"
"Violin","Ernest Bloch"
"Violin","Ernest Bloch"
"Baritone","Ernest Bloch"
"Piano","Ernest Bloch"
"Piano","Ernest Bloch"
"Cello","Ernest Bloch"
"Violin","Ernest Bloch"
"Cello","Ernest Bloch"
"Dancer","Ernest Bloch"
"Cello","Ernest Bloch"
"Baritone","Ernest Bloch"
"Viola","Ernest Bloch"
"Womens Chorus","Ernest Bloch"
"Soprano","Ernest Bloch"
"Soprano","Ernest Bloch"
"Contrabass","Ernest Bloch"
"Cello","Ernest Bloch"
"Violin","Ernest Bloch"
"Violin","Ernest Bloch"
"Violin","Ernest Bloch"
"Cello","Ernest Bloch"
"Cello","Ernest Bloch"
"Cello","Ernest Bloch"
"Cello","Ernest Bloch"
"Cello","Ernest Bloch"
"Cello","Ernest Bloch"
"Womens Chorus","Ernest Bloch"
"Cello","Ernest Bloch"
"Womens Chorus","Ernest Bloch"
"Contralto","Ernest Bloch"
"Cello","Ernest Bloch"
"Viola","Ernest Bloch"
"Cello","Ernest Bloch"
"Piano","Ernest Bloch"
"Cello","Ernest Bloch"
"Cello","Ernest Bloch"
"Baritone","Ernest Bloch"
"Piano","Ernest Bloch"
"Violin","Ernest Bloch"
"Cello","Ernest Bloch"
"Viola","Ernest Bloch"
"Contrabass","Ernest Bloch"
"Cello","Ernest Bloch"
"Cello","Ernest Bloch"
"Chorus","Ernest Bloch"
"Baritone","Ernest Bloch"
"Cello","Ernest Bloch"
"Soprano","Ernest Bloch"
"Piano","Ernest Bloch"
"Cello","Ernest Bloch"
"Cello","Ernest Bloch"
"Cello","Ernest Bloch"
"Cello","Ernest Bloch"
"Contralto","Ernest Bloch"
"Chorus","Ernest Bloch"
"Soprano","Ernest Bloch"
"Contralto","Ernest Bloch"
"Contralto","Ernest Bloch"
"Contrabass","Ernest Bloch"
"Chorus","Ernest Bloch"
"Cello","Ernest Bloch"
"Baritone","Ernest Bloch"
"Womens Chorus","Ernest Bloch"
"Cello","Ernest Bloch"
"Viola","Ernest Bloch"
"Chorus","Ernest Bloch"
"Piano","Ernest Bloch"
"Cello","Ernest Bloch"
"Viola","Ernest Bloch"
"Cello","Ernest Bloch"
"Vocalist","Rube Bloom"
"Jazz Bass","Rube Bloom"
"Percussion","Rube Bloom"
"Vocalist","Rube Bloom"
"Vocalist","Rube Bloom"
"Chorus","Johann M Blose"
"Piano","Felix Blumenfeld"
"Flute","Theodore Blumer"
"Piano","Theodore Blumer"
"Violin","Luigi Boccherini"
"Cello","Luigi Boccherini"
"Cello","Luigi Boccherini"
"Cello","Luigi Boccherini"
"Flute","Luigi Boccherini"
"Cello","Luigi Boccherini"
"Viola","Luigi Boccherini"
"Cello","Luigi Boccherini"
"Viola","Luigi Boccherini"
"Cello","Luigi Boccherini"
"Cello","Luigi Boccherini"
"Cello","Luigi Boccherini"
"Cello","Luigi Boccherini"
"Violin","Luigi Boccherini"
"Cello","Luigi Boccherini"
"Cello","Luigi Boccherini"
"Cello","Luigi Boccherini"
"Cello","Luigi Boccherini"
"Cello","Luigi Boccherini"
"Violin","Luigi Boccherini"
"Ensemble","Luigi Boccherini"
"Cello","Luigi Boccherini"
"Cello","Luigi Boccherini"
"Violin","Luigi Boccherini"
"Cello","Luigi Boccherini"
"Violin","Luigi Boccherini"
"Violin","Luigi Boccherini"
"Cello","Luigi Boccherini"
"Contrabass","Luigi Boccherini"
"Cello","Luigi Boccherini"
"Cello","Luigi Boccherini"
"Piano","Luigi Boccherini"
"Flute","Robert N. C. Bochsa"
"Clarinet","Robert N. C. Bochsa"
"Clarinet","Robert N. C. Bochsa"
"Flute","Robert N. C. Bochsa"
"Flute","Robert N. C. Bochsa"
"Clarinet","Robert N. C. Bochsa"
"Vocalist","Jerry Bock"
"Vocalist","Jerry Bock"
"Violin","Jerry Bock"
"Violin","Jerry Bock"
"Soprano","Jerry Bock"
"Vocalist","Jerry Bock"
"Vocalist","Jerry Bock"
"Trumpet","Oskar Boehme"
"French Horn","Oskar Boehme"
"Trombone","Oskar Boehme"
"Trumpet","Oskar Boehme"
"Trumpet","Oskar Boehme"
"Tuba","Oskar Boehme"
"Trumpet","Oskar Boehme"
"Trombone","Oskar Boehme"
"Trumpet","Oskar Boehme"
"French Horn","Oskar Boehme"
"Trumpet","Oskar Boehme"
"Tuba","Oskar Boehme"
"Violin","Leon Boellmann"
"Cello","Leon Boellmann"
"Cello","Leon Boellmann"
"Cello","Leon Boellmann"
"Cello","Leon Boellmann"
"Cello","Leon Boellmann"
"Cello","Leon Boellmann"
"Vocalist","William Bogzester"
"Tenor","Carl Bohm"
"Baritone","François-Adrien Boieldieu"
"Chorus","Arrigo Boito"
"Soprano","Arrigo Boito"
"Soprano","Arrigo Boito"
"Chorus","Arrigo Boito"
"Soprano","Arrigo Boito"
"Soprano","Arrigo Boito"
"Bass","Arrigo Boito"
"Bass","Arrigo Boito"
"Boys Choir","Arrigo Boito"
"Soprano","Arrigo Boito"
"Piano","William Bolcom"
"Clarinet","William Bolcom"
"Soprano","Margaret Bonds"
"Vocalist","Luigi Bordese"
"Piano","Victor Borge"
"Dancer","Alexander Borodin"
"Dancer","Alexander Borodin"
"Dancer","Alexander Borodin"
"Dancer","Alexander Borodin"
"Dancer","Alexander Borodin"
"Dancer","Alexander Borodin"
"Dancer","Alexander Borodin"
"Dancer","Alexander Borodin"
"Dancer","Alexander Borodin"
"Dancer","Alexander Borodin"
"Dancer","Alexander Borodin"
"Dancer","Alexander Borodin"
"Chorus","Alexander Borodin"
"Dancer","Alexander Borodin"
"Dancer","Alexander Borodin"
"Dancer","Alexander Borodin"
"Dancer","Alexander Borodin"
"Dancer","Alexander Borodin"
"Dancer","Alexander Borodin"
"Dancer","Alexander Borodin"
"Dancer","Alexander Borodin"
"Dancer","Alexander Borodin"
"Vocalist","Alexander Borodin"
"Dancer","Alexander Borodin"
"Vocalist","Alexander Borodin"
"Dancer","Alexander Borodin"
"Dancer","Alexander Borodin"
"Dancer","Alexander Borodin"
"Dancer","Alexander Borodin"
"Dancer","Alexander Borodin"
"Dancer","Alexander Borodin"
"Dancer","Alexander Borodin"
"Dancer","Alexander Borodin"
"Dancer","Alexander Borodin"
"Vocalist","Alexander Borodin"
"Dancer","Alexander Borodin"
"Dancer","Alexander Borodin"
"Cello","Alexander Borodin"
"Dancer","Alexander Borodin"
"Vocalist","Alexander Borodin"
"Dancer","Alexander Borodin"
"Dancer","Alexander Borodin"
"Vocalist","Alexander Borodin"
